ID,Все 18+_TVR,Канал_ПЕРВЫЙ КАНАЛ,Канал_РЕН ТВ,Канал_РОССИЯ 1,Канал_СТС,Канал_ТНТ,day,year,month,hour,holidays
8596,0.25,0,0,0,0,1,26,2019,1,5,1
8597,0.25,0,0,0,0,1,26,2019,1,6,1
8598,0.2,0,0,0,0,1,26,2019,1,7,1
8599,0.22,0,0,0,0,1,26,2019,1,8,1
8600,0.49,0,0,0,0,1,26,2019,1,9,1
8601,0.57,0,0,0,0,1,26,2019,1,10,1
8602,0.19,0,0,0,0,1,26,2019,1,11,1
8603,0.45,0,0,0,0,1,26,2019,1,12,1
8604,0.29,0,0,0,0,1,26,2019,1,13,1
8605,0.3,0,0,0,0,1,26,2019,1,14,1
8606,0.21,0,0,0,0,1,26,2019,1,15,1
8607,0.77,0,0,0,0,1,26,2019,1,16,1
8608,0.96,0,0,0,0,1,26,2019,1,17,1
8609,0.2,0,0,0,0,1,26,2019,1,18,1
8610,0.84,0,0,0,0,1,26,2019,1,19,1
8611,1.01,0,0,0,0,1,26,2019,1,20,1
8612,1.38,0,0,0,0,1,26,2019,1,21,1
8613,1.3,0,0,0,0,1,26,2019,1,22,1
8614,1.88,0,0,0,0,1,26,2019,1,23,1
8615,2.54,1,0,0,0,0,28,2019,1,0,0
8616,1.27,1,0,0,0,0,28,2019,1,1,0
8617,0.54,1,0,0,0,0,28,2019,1,2,0
8618,0.54,1,0,0,0,0,28,2019,1,3,0
8619,0.66,1,0,0,0,0,28,2019,1,4,0
8620,3.23,0,0,1,0,0,28,2019,1,0,0
8621,1.59,0,0,1,0,0,28,2019,1,1,0
8622,1.16,0,0,1,0,0,28,2019,1,2,0
8623,0.51,0,0,1,0,0,28,2019,1,3,0
8624,0.09,0,0,1,0,0,28,2019,1,4,0
8625,0.45,0,0,0,1,0,28,2019,1,0,0
8626,0.22,0,0,0,1,0,28,2019,1,1,0
8627,0.11,0,0,0,1,0,28,2019,1,2,0
8628,0.08,0,0,0,1,0,28,2019,1,3,0
8629,0.03,0,0,0,1,0,28,2019,1,4,0
8630,0.88,0,1,0,0,0,28,2019,1,0,0
8631,0.6,0,1,0,0,0,28,2019,1,1,0
8632,0.66,0,1,0,0,0,28,2019,1,2,0
8633,0.3,0,1,0,0,0,28,2019,1,3,0
8634,0.25,0,1,0,0,0,28,2019,1,4,0
8635,1.08,0,0,0,0,1,28,2019,1,0,0
8636,0.41,0,0,0,0,1,28,2019,1,1,0
8637,0.21,0,0,0,0,1,28,2019,1,2,0
8638,0.04,0,0,0,0,1,28,2019,1,3,0
8639,0.13,0,0,0,0,1,28,2019,1,4,0
8640,0.45,1,0,0,0,0,28,2019,1,5,0
8641,1.04,1,0,0,0,0,28,2019,1,6,0
8642,1.96,1,0,0,0,0,28,2019,1,7,0
8643,2.04,1,0,0,0,0,28,2019,1,8,0
8644,1.35,1,0,0,0,0,28,2019,1,9,0
8645,1.51,1,0,0,0,0,28,2019,1,10,0
8646,1.13,1,0,0,0,0,28,2019,1,11,0
8647,2.48,1,0,0,0,0,28,2019,1,12,0
8648,2.3,1,0,0,0,0,28,2019,1,13,0
8649,2.25,1,0,0,0,0,28,2019,1,14,0
8650,1.41,1,0,0,0,0,28,2019,1,15,0
8651,1.71,1,0,0,0,0,28,2019,1,16,0
8652,1.98,1,0,0,0,0,28,2019,1,17,0
8653,2.71,1,0,0,0,0,28,2019,1,18,0
8654,4.41,1,0,0,0,0,28,2019,1,19,0
8655,3.93,1,0,0,0,0,28,2019,1,20,0
8656,4.94,1,0,0,0,0,28,2019,1,21,0
8657,5.13,1,0,0,0,0,28,2019,1,22,0
8658,3.33,1,0,0,0,0,28,2019,1,23,0
8659,0.86,1,0,0,0,0,29,2019,1,0,0
8660,0.31,1,0,0,0,0,29,2019,1,1,0
8661,0.16,1,0,0,0,0,29,2019,1,2,0
8662,0.12,1,0,0,0,0,29,2019,1,3,0
8663,0.31,1,0,0,0,0,29,2019,1,4,0
8664,0.45,0,0,1,0,0,28,2019,1,5,0
8665,1.91,0,0,1,0,0,28,2019,1,6,0
8666,1.73,0,0,1,0,0,28,2019,1,7,0
8667,2.71,0,0,1,0,0,28,2019,1,8,0
8668,2.45,0,0,1,0,0,28,2019,1,9,0
8669,2.89,0,0,1,0,0,28,2019,1,10,0
8670,1.78,0,0,1,0,0,28,2019,1,11,0
8671,1.51,0,0,1,0,0,28,2019,1,12,0
8672,2.49,0,0,1,0,0,28,2019,1,13,0
8673,2.69,0,0,1,0,0,28,2019,1,14,0
8674,1.87,0,0,1,0,0,28,2019,1,15,0
8675,1.68,0,0,1,0,0,28,2019,1,16,0
8676,3.0,0,0,1,0,0,28,2019,1,17,0
8677,4.73,0,0,1,0,0,28,2019,1,18,0
8678,5.23,0,0,1,0,0,28,2019,1,19,0
8679,5.4,0,0,1,0,0,28,2019,1,20,0
8680,4.86,0,0,1,0,0,28,2019,1,21,0
8681,5.04,0,0,1,0,0,28,2019,1,22,0
8682,3.96,0,0,1,0,0,28,2019,1,23,0
8683,2.57,0,0,1,0,0,29,2019,1,0,0
8684,2.02,0,0,1,0,0,29,2019,1,1,0
8685,1.01,0,0,1,0,0,29,2019,1,2,0
8686,0.16,0,0,1,0,0,29,2019,1,3,0
8687,0.08,0,0,1,0,0,29,2019,1,4,0
8688,0.06,0,0,0,1,0,28,2019,1,5,0
8689,0.03,0,0,0,1,0,28,2019,1,6,0
8690,0.01,0,0,0,1,0,28,2019,1,7,0
8691,0.12,0,0,0,1,0,28,2019,1,8,0
8692,0.71,0,0,0,1,0,28,2019,1,9,0
8693,0.9,0,0,0,1,0,28,2019,1,10,0
8694,0.86,0,0,0,1,0,28,2019,1,11,0
8695,0.84,0,0,0,1,0,28,2019,1,12,0
8696,0.9,0,0,0,1,0,28,2019,1,13,0
8697,0.43,0,0,0,1,0,28,2019,1,14,0
8698,0.17,0,0,0,1,0,28,2019,1,15,0
8699,0.26,0,0,0,1,0,28,2019,1,16,0
8700,0.28,0,0,0,1,0,28,2019,1,17,0
8701,0.45,0,0,0,1,0,28,2019,1,18,0
8702,0.47,0,0,0,1,0,28,2019,1,19,0
8703,0.64,0,0,0,1,0,28,2019,1,20,0
8704,2.08,0,0,0,1,0,28,2019,1,21,0
8705,2.95,0,0,0,1,0,28,2019,1,22,0
8706,1.19,0,0,0,1,0,28,2019,1,23,0
8707,0.46,0,0,0,1,0,29,2019,1,0,0
8708,0.07,0,0,0,1,0,29,2019,1,1,0
8709,0.42,0,0,0,1,0,29,2019,1,2,0
8710,0.43,0,0,0,1,0,29,2019,1,3,0
8711,0.0,0,0,0,1,0,29,2019,1,4,0
8712,0.17,0,1,0,0,0,28,2019,1,5,0
8713,0.14,0,1,0,0,0,28,2019,1,6,0
8714,0.15,0,1,0,0,0,28,2019,1,7,0
8715,0.38,0,1,0,0,0,28,2019,1,8,0
8716,0.41,0,1,0,0,0,28,2019,1,9,0
8717,0.29,0,1,0,0,0,28,2019,1,10,0
8718,0.57,0,1,0,0,0,28,2019,1,11,0
8719,0.53,0,1,0,0,0,28,2019,1,12,0
8720,0.9,0,1,0,0,0,28,2019,1,13,0
8721,1.1,0,1,0,0,0,28,2019,1,14,0
8722,0.57,0,1,0,0,0,28,2019,1,15,0
8723,0.36,0,1,0,0,0,28,2019,1,16,0
8724,1.12,0,1,0,0,0,28,2019,1,17,0
8725,2.11,0,1,0,0,0,28,2019,1,18,0
8726,1.5,0,1,0,0,0,28,2019,1,19,0
8727,1.27,0,1,0,0,0,28,2019,1,20,0
8728,1.32,0,1,0,0,0,28,2019,1,21,0
8729,1.6,0,1,0,0,0,28,2019,1,22,0
8730,1.31,0,1,0,0,0,28,2019,1,23,0
8731,0.88,0,1,0,0,0,29,2019,1,0,0
8732,0.28,0,1,0,0,0,29,2019,1,1,0
8733,0.2,0,1,0,0,0,29,2019,1,2,0
8734,0.38,0,1,0,0,0,29,2019,1,3,0
8735,0.21,0,1,0,0,0,29,2019,1,4,0
8736,0.11,0,0,0,0,1,28,2019,1,5,0
8737,0.06,0,0,0,0,1,28,2019,1,6,0
8738,0.18,0,0,0,0,1,28,2019,1,7,0
8739,0.53,0,0,0,0,1,28,2019,1,8,0
8740,0.54,0,0,0,0,1,28,2019,1,9,0
8741,0.83,0,0,0,0,1,28,2019,1,10,0
8742,0.7,0,0,0,0,1,28,2019,1,11,0
8743,0.86,0,0,0,0,1,28,2019,1,12,0
8744,0.66,0,0,0,0,1,28,2019,1,13,0
8745,0.55,0,0,0,0,1,28,2019,1,14,0
8746,0.73,0,0,0,0,1,28,2019,1,15,0
8747,0.46,0,0,0,0,1,28,2019,1,16,0
8748,0.68,0,0,0,0,1,28,2019,1,17,0
8749,0.67,0,0,0,0,1,28,2019,1,18,0
8750,0.97,0,0,0,0,1,28,2019,1,19,0
8751,0.88,0,0,0,0,1,28,2019,1,20,0
8752,1.13,0,0,0,0,1,28,2019,1,21,0
8753,0.71,0,0,0,0,1,28,2019,1,22,0
8754,0.92,0,0,0,0,1,28,2019,1,23,0
8755,0.69,0,0,0,0,1,29,2019,1,0,0
8756,0.12,0,0,0,0,1,29,2019,1,1,0
8757,0.0,0,0,0,0,1,29,2019,1,2,0
8758,0.01,0,0,0,0,1,29,2019,1,3,0
8759,0.0,0,0,0,0,1,29,2019,1,4,0
8760,0.34,1,0,0,0,0,29,2019,1,5,0
8761,0.87,1,0,0,0,0,29,2019,1,6,0
8762,1.91,1,0,0,0,0,29,2019,1,7,0
8763,1.91,1,0,0,0,0,29,2019,1,8,0
8764,1.5,1,0,0,0,0,29,2019,1,9,0
8765,1.97,1,0,0,0,0,29,2019,1,10,0
8766,1.91,1,0,0,0,0,29,2019,1,11,0
8767,2.25,1,0,0,0,0,29,2019,1,12,0
8768,2.04,1,0,0,0,0,29,2019,1,13,0
8769,2.22,1,0,0,0,0,29,2019,1,14,0
8770,1.68,1,0,0,0,0,29,2019,1,15,0
8771,2.22,1,0,0,0,0,29,2019,1,16,0
8772,2.38,1,0,0,0,0,29,2019,1,17,0
8773,3.44,1,0,0,0,0,29,2019,1,18,0
8774,4.6,1,0,0,0,0,29,2019,1,19,0
8775,5.8,1,0,0,0,0,29,2019,1,20,0
8776,5.92,1,0,0,0,0,29,2019,1,21,0
8777,4.58,1,0,0,0,0,29,2019,1,22,0
8778,1.93,1,0,0,0,0,29,2019,1,23,0
8779,0.24,0,0,1,0,0,29,2019,1,5,0
8780,1.6,0,0,1,0,0,29,2019,1,6,0
8781,1.28,0,0,1,0,0,29,2019,1,7,0
8782,2.47,0,0,1,0,0,29,2019,1,8,0
8783,1.71,0,0,1,0,0,29,2019,1,9,0
8784,1.97,0,0,1,0,0,29,2019,1,10,0
8785,2.57,0,0,1,0,0,29,2019,1,11,0
8786,2.31,0,0,1,0,0,29,2019,1,12,0
8787,2.5,0,0,1,0,0,29,2019,1,13,0
8788,1.17,0,0,1,0,0,29,2019,1,14,0
8789,1.4,0,0,1,0,0,29,2019,1,15,0
8790,1.64,0,0,1,0,0,29,2019,1,16,0
8791,1.61,0,0,1,0,0,29,2019,1,17,0
8792,2.66,0,0,1,0,0,29,2019,1,18,0
8793,4.43,0,0,1,0,0,29,2019,1,19,0
8794,6.61,0,0,1,0,0,29,2019,1,20,0
8795,5.59,0,0,1,0,0,29,2019,1,21,0
8796,5.89,0,0,1,0,0,29,2019,1,22,0
8797,4.77,0,0,1,0,0,29,2019,1,23,0
8798,0.1,0,0,0,1,0,29,2019,1,5,0
8799,0.15,0,0,0,1,0,29,2019,1,6,0
8800,0.27,0,0,0,1,0,29,2019,1,7,0
8801,0.44,0,0,0,1,0,29,2019,1,8,0
8802,0.42,0,0,0,1,0,29,2019,1,9,0
8803,0.29,0,0,0,1,0,29,2019,1,10,0
8804,0.48,0,0,0,1,0,29,2019,1,11,0
8805,0.67,0,0,0,1,0,29,2019,1,12,0
8806,0.26,0,0,0,1,0,29,2019,1,13,0
8807,0.28,0,0,0,1,0,29,2019,1,14,0
8808,0.53,0,0,0,1,0,29,2019,1,15,0
8809,0.92,0,0,0,1,0,29,2019,1,16,0
8810,0.9,0,0,0,1,0,29,2019,1,17,0
8811,0.84,0,0,0,1,0,29,2019,1,18,0
8812,1.07,0,0,0,1,0,29,2019,1,19,0
8813,0.45,0,0,0,1,0,29,2019,1,20,0
8814,1.01,0,0,0,1,0,29,2019,1,21,0
8815,1.57,0,0,0,1,0,29,2019,1,22,0
8816,1.36,0,0,0,1,0,29,2019,1,23,0
8817,0.29,0,1,0,0,0,29,2019,1,5,0
8818,0.26,0,1,0,0,0,29,2019,1,6,0
8819,0.3,0,1,0,0,0,29,2019,1,7,0
8820,0.44,0,1,0,0,0,29,2019,1,8,0
8821,0.32,0,1,0,0,0,29,2019,1,9,0
8822,0.44,0,1,0,0,0,29,2019,1,10,0
8823,0.87,0,1,0,0,0,29,2019,1,11,0
8824,1.05,0,1,0,0,0,29,2019,1,12,0
8825,0.79,0,1,0,0,0,29,2019,1,13,0
8826,0.89,0,1,0,0,0,29,2019,1,14,0
8827,1.1,0,1,0,0,0,29,2019,1,15,0
8828,0.95,0,1,0,0,0,29,2019,1,16,0
8829,1.34,0,1,0,0,0,29,2019,1,17,0
8830,1.5,0,1,0,0,0,29,2019,1,18,0
8831,1.75,0,1,0,0,0,29,2019,1,19,0
8832,0.76,0,1,0,0,0,29,2019,1,20,0
8833,1.07,0,1,0,0,0,29,2019,1,21,0
8834,1.22,0,1,0,0,0,29,2019,1,22,0
8835,0.92,0,1,0,0,0,29,2019,1,23,0
8836,0.02,0,0,0,0,1,29,2019,1,5,0
8837,0.07,0,0,0,0,1,29,2019,1,6,0
8838,0.07,0,0,0,0,1,29,2019,1,7,0
8839,0.5,0,0,0,0,1,29,2019,1,8,0
8840,0.86,0,0,0,0,1,29,2019,1,9,0
8841,1.54,0,0,0,0,1,29,2019,1,10,0
8842,1.31,0,0,0,0,1,29,2019,1,11,0
8843,1.07,0,0,0,0,1,29,2019,1,12,0
8844,0.69,0,0,0,0,1,29,2019,1,13,0
8845,0.59,0,0,0,0,1,29,2019,1,14,0
8846,0.97,0,0,0,0,1,29,2019,1,15,0
8847,0.83,0,0,0,0,1,29,2019,1,16,0
8848,0.55,0,0,0,0,1,29,2019,1,17,0
8849,0.57,0,0,0,0,1,29,2019,1,18,0
8850,1.0,0,0,0,0,1,29,2019,1,19,0
8851,0.77,0,0,0,0,1,29,2019,1,20,0
8852,0.7,0,0,0,0,1,29,2019,1,21,0
8853,0.16,0,0,0,0,1,29,2019,1,22,0
8854,0.29,0,0,0,0,1,29,2019,1,23,0
8855,1.16,1,0,0,0,0,31,2019,1,0,0
8856,0.93,1,0,0,0,0,31,2019,1,1,0
8857,0.59,1,0,0,0,0,31,2019,1,2,0
8858,0.24,1,0,0,0,0,31,2019,1,3,0
8859,0.2,1,0,0,0,0,31,2019,1,4,0
8860,3.74,0,0,1,0,0,31,2019,1,0,0
8861,2.66,0,0,1,0,0,31,2019,1,1,0
8862,1.39,0,0,1,0,0,31,2019,1,2,0
8863,0.46,0,0,1,0,0,31,2019,1,3,0
8864,0.27,0,0,1,0,0,31,2019,1,4,0
8865,1.03,0,0,0,1,0,31,2019,1,0,0
8866,0.62,0,0,0,1,0,31,2019,1,1,0
8867,0.42,0,0,0,1,0,31,2019,1,2,0
8868,0.57,0,0,0,1,0,31,2019,1,3,0
8869,0.61,0,0,0,1,0,31,2019,1,4,0
8870,0.62,0,1,0,0,0,31,2019,1,0,0
8871,0.4,0,1,0,0,0,31,2019,1,1,0
8872,0.62,0,1,0,0,0,31,2019,1,2,0
8873,0.25,0,1,0,0,0,31,2019,1,3,0
8874,0.16,0,1,0,0,0,31,2019,1,4,0
8875,0.66,0,0,0,0,1,31,2019,1,0,0
8876,0.23,0,0,0,0,1,31,2019,1,1,0
8877,0.15,0,0,0,0,1,31,2019,1,2,0
8878,0.49,0,0,0,0,1,31,2019,1,3,0
8879,0.25,0,0,0,0,1,31,2019,1,4,0
8880,0.28,1,0,0,0,0,31,2019,1,5,0
8881,0.54,1,0,0,0,0,31,2019,1,6,0
8882,1.75,1,0,0,0,0,31,2019,1,7,0
8883,1.44,1,0,0,0,0,31,2019,1,8,0
8884,1.24,1,0,0,0,0,31,2019,1,9,0
8885,1.74,1,0,0,0,0,31,2019,1,10,0
8886,1.77,1,0,0,0,0,31,2019,1,11,0
8887,2.09,1,0,0,0,0,31,2019,1,12,0
8888,1.69,1,0,0,0,0,31,2019,1,13,0
8889,1.68,1,0,0,0,0,31,2019,1,14,0
8890,1.26,1,0,0,0,0,31,2019,1,15,0
8891,2.0,1,0,0,0,0,31,2019,1,16,0
8892,3.1,1,0,0,0,0,31,2019,1,17,0
8893,3.64,1,0,0,0,0,31,2019,1,18,0
8894,5.56,1,0,0,0,0,31,2019,1,19,0
8895,5.35,1,0,0,0,0,31,2019,1,20,0
8896,5.19,1,0,0,0,0,31,2019,1,21,0
8897,4.02,1,0,0,0,0,31,2019,1,22,0
8898,1.92,1,0,0,0,0,31,2019,1,23,0
8899,0.53,0,0,1,0,0,31,2019,1,5,0
8900,1.9,0,0,1,0,0,31,2019,1,6,0
8901,1.78,0,0,1,0,0,31,2019,1,7,0
8902,2.26,0,0,1,0,0,31,2019,1,8,0
8903,2.21,0,0,1,0,0,31,2019,1,9,0
8904,1.87,0,0,1,0,0,31,2019,1,10,0
8905,2.35,0,0,1,0,0,31,2019,1,11,0
8906,1.83,0,0,1,0,0,31,2019,1,12,0
8907,2.39,0,0,1,0,0,31,2019,1,13,0
8908,2.07,0,0,1,0,0,31,2019,1,14,0
8909,1.38,0,0,1,0,0,31,2019,1,15,0
8910,2.02,0,0,1,0,0,31,2019,1,16,0
8911,1.92,0,0,1,0,0,31,2019,1,17,0
8912,3.15,0,0,1,0,0,31,2019,1,18,0
8913,4.61,0,0,1,0,0,31,2019,1,19,0
8914,5.31,0,0,1,0,0,31,2019,1,20,0
8915,5.54,0,0,1,0,0,31,2019,1,21,0
8916,7.07,0,0,1,0,0,31,2019,1,22,0
8917,5.05,0,0,1,0,0,31,2019,1,23,0
8918,0.15,0,0,0,1,0,31,2019,1,5,0
8919,0.0,0,0,0,1,0,31,2019,1,6,0
8920,0.08,0,0,0,1,0,31,2019,1,7,0
8921,0.1,0,0,0,1,0,31,2019,1,8,0
8922,0.33,0,0,0,1,0,31,2019,1,9,0
8923,0.64,0,0,0,1,0,31,2019,1,10,0
8924,1.48,0,0,0,1,0,31,2019,1,11,0
8925,1.29,0,0,0,1,0,31,2019,1,12,0
8926,1.5,0,0,0,1,0,31,2019,1,13,0
8927,0.67,0,0,0,1,0,31,2019,1,14,0
8928,1.14,0,0,0,1,0,31,2019,1,15,0
8929,0.96,0,0,0,1,0,31,2019,1,16,0
8930,0.62,0,0,0,1,0,31,2019,1,17,0
8931,0.97,0,0,0,1,0,31,2019,1,18,0
8932,1.15,0,0,0,1,0,31,2019,1,19,0
8933,0.7,0,0,0,1,0,31,2019,1,20,0
8934,1.56,0,0,0,1,0,31,2019,1,21,0
8935,3.22,0,0,0,1,0,31,2019,1,22,0
8936,2.83,0,0,0,1,0,31,2019,1,23,0
8937,0.43,0,1,0,0,0,31,2019,1,5,0
8938,0.68,0,1,0,0,0,31,2019,1,6,0
8939,0.42,0,1,0,0,0,31,2019,1,7,0
8940,0.56,0,1,0,0,0,31,2019,1,8,0
8941,0.99,0,1,0,0,0,31,2019,1,9,0
8942,0.52,0,1,0,0,0,31,2019,1,10,0
8943,0.61,0,1,0,0,0,31,2019,1,11,0
8944,0.43,0,1,0,0,0,31,2019,1,12,0
8945,0.99,0,1,0,0,0,31,2019,1,13,0
8946,1.03,0,1,0,0,0,31,2019,1,14,0
8947,0.76,0,1,0,0,0,31,2019,1,15,0
8948,0.84,0,1,0,0,0,31,2019,1,16,0
8949,1.51,0,1,0,0,0,31,2019,1,17,0
8950,1.32,0,1,0,0,0,31,2019,1,18,0
8951,1.29,0,1,0,0,0,31,2019,1,19,0
8952,1.62,0,1,0,0,0,31,2019,1,20,0
8953,1.48,0,1,0,0,0,31,2019,1,21,0
8954,1.23,0,1,0,0,0,31,2019,1,22,0
8955,0.57,0,1,0,0,0,31,2019,1,23,0
8956,0.05,0,0,0,0,1,31,2019,1,5,0
8957,0.0,0,0,0,0,1,31,2019,1,6,0
8958,0.21,0,0,0,0,1,31,2019,1,7,0
8959,0.19,0,0,0,0,1,31,2019,1,8,0
8960,0.91,0,0,0,0,1,31,2019,1,9,0
8961,1.02,0,0,0,0,1,31,2019,1,10,0
8962,1.19,0,0,0,0,1,31,2019,1,11,0
8963,0.71,0,0,0,0,1,31,2019,1,12,0
8964,0.24,0,0,0,0,1,31,2019,1,13,0
8965,0.29,0,0,0,0,1,31,2019,1,14,0
8966,0.33,0,0,0,0,1,31,2019,1,15,0
8967,0.28,0,0,0,0,1,31,2019,1,16,0
8968,0.3,0,0,0,0,1,31,2019,1,17,0
8969,0.84,0,0,0,0,1,31,2019,1,18,0
8970,1.52,0,0,0,0,1,31,2019,1,19,0
8971,0.86,0,0,0,0,1,31,2019,1,20,0
8972,0.63,0,0,0,0,1,31,2019,1,21,0
8973,0.65,0,0,0,0,1,31,2019,1,22,0
8974,0.58,0,0,0,0,1,31,2019,1,23,0
8975,2.29,1,0,0,0,0,2,2019,2,0,1
8976,0.93,1,0,0,0,0,2,2019,2,1,1
8977,0.68,1,0,0,0,0,2,2019,2,2,1
8978,0.48,1,0,0,0,0,2,2019,2,3,1
8979,0.38,1,0,0,0,0,2,2019,2,4,1
8980,1.64,0,0,1,0,0,2,2019,2,0,1
8981,0.86,0,0,1,0,0,2,2019,2,1,1
8982,0.22,0,0,1,0,0,2,2019,2,2,1
8983,0.21,0,0,1,0,0,2,2019,2,3,1
8984,0.14,0,0,1,0,0,2,2019,2,4,1
8985,1.38,0,0,0,1,0,2,2019,2,0,1
8986,0.78,0,0,0,1,0,2,2019,2,1,1
8987,0.3,0,0,0,1,0,2,2019,2,2,1
8988,0.32,0,0,0,1,0,2,2019,2,3,1
8989,0.14,0,0,0,1,0,2,2019,2,4,1
8990,0.55,0,1,0,0,0,2,2019,2,0,1
8991,0.57,0,1,0,0,0,2,2019,2,1,1
8992,0.65,0,1,0,0,0,2,2019,2,2,1
8993,0.26,0,1,0,0,0,2,2019,2,3,1
8994,0.16,0,1,0,0,0,2,2019,2,4,1
8995,1.18,0,0,0,0,1,2,2019,2,0,1
8996,0.99,0,0,0,0,1,2,2019,2,1,1
8997,0.41,0,0,0,0,1,2,2019,2,2,1
8998,0.27,0,0,0,0,1,2,2019,2,3,1
8999,0.24,0,0,0,0,1,2,2019,2,4,1
9000,0.39,1,0,0,0,0,2,2019,2,5,1
9001,0.47,1,0,0,0,0,2,2019,2,6,1
9002,0.49,1,0,0,0,0,2,2019,2,7,1
9003,0.64,1,0,0,0,0,2,2019,2,8,1
9004,1.14,1,0,0,0,0,2,2019,2,9,1
9005,1.02,1,0,0,0,0,2,2019,2,10,1
9006,2.0,1,0,0,0,0,2,2019,2,11,1
9007,1.71,1,0,0,0,0,2,2019,2,12,1
9008,1.23,1,0,0,0,0,2,2019,2,13,1
9009,1.29,1,0,0,0,0,2,2019,2,14,1
9010,1.62,1,0,0,0,0,2,2019,2,15,1
9011,3.51,1,0,0,0,0,2,2019,2,16,1
9012,4.37,1,0,0,0,0,2,2019,2,17,1
9013,4.38,1,0,0,0,0,2,2019,2,18,1
9014,3.76,1,0,0,0,0,2,2019,2,19,1
9015,3.0,1,0,0,0,0,2,2019,2,20,1
9016,3.53,1,0,0,0,0,2,2019,2,21,1
9017,3.03,1,0,0,0,0,2,2019,2,22,1
9018,2.88,1,0,0,0,0,2,2019,2,23,1
9019,1.81,1,0,0,0,0,3,2019,2,0,1
9020,1.09,1,0,0,0,0,3,2019,2,1,1
9021,0.49,1,0,0,0,0,3,2019,2,2,1
9022,0.24,1,0,0,0,0,3,2019,2,3,1
9023,0.27,1,0,0,0,0,3,2019,2,4,1
9024,0.17,0,0,1,0,0,2,2019,2,5,1
9025,0.3,0,0,1,0,0,2,2019,2,6,1
9026,0.68,0,0,1,0,0,2,2019,2,7,1
9027,0.81,0,0,1,0,0,2,2019,2,8,1
9028,1.67,0,0,1,0,0,2,2019,2,9,1
9029,3.01,0,0,1,0,0,2,2019,2,10,1
9030,3.29,0,0,1,0,0,2,2019,2,11,1
9031,2.68,0,0,1,0,0,2,2019,2,12,1
9032,2.35,0,0,1,0,0,2,2019,2,13,1
9033,2.76,0,0,1,0,0,2,2019,2,14,1
9034,3.1,0,0,1,0,0,2,2019,2,15,1
9035,1.25,0,0,1,0,0,2,2019,2,16,1
9036,1.28,0,0,1,0,0,2,2019,2,17,1
9037,1.9,0,0,1,0,0,2,2019,2,18,1
9038,2.0,0,0,1,0,0,2,2019,2,19,1
9039,3.64,0,0,1,0,0,2,2019,2,20,1
9040,3.16,0,0,1,0,0,2,2019,2,21,1
9041,3.43,0,0,1,0,0,2,2019,2,22,1
9042,2.48,0,0,1,0,0,2,2019,2,23,1
9043,1.93,0,0,1,0,0,3,2019,2,0,1
9044,1.3,0,0,1,0,0,3,2019,2,1,1
9045,0.66,0,0,1,0,0,3,2019,2,2,1
9046,0.74,0,0,1,0,0,3,2019,2,3,1
9047,0.36,0,0,1,0,0,3,2019,2,4,1
9048,0.09,0,0,0,1,0,2,2019,2,5,1
9049,0.13,0,0,0,1,0,2,2019,2,6,1
9050,0.01,0,0,0,1,0,2,2019,2,7,1
9051,0.18,0,0,0,1,0,2,2019,2,8,1
9052,0.72,0,0,0,1,0,2,2019,2,9,1
9053,0.96,0,0,0,1,0,2,2019,2,10,1
9054,0.86,0,0,0,1,0,2,2019,2,11,1
9055,0.82,0,0,0,1,0,2,2019,2,12,1
9056,0.65,0,0,0,1,0,2,2019,2,13,1
9057,0.94,0,0,0,1,0,2,2019,2,14,1
9058,1.35,0,0,0,1,0,2,2019,2,15,1
9059,1.24,0,0,0,1,0,2,2019,2,16,1
9060,1.24,0,0,0,1,0,2,2019,2,17,1
9061,1.18,0,0,0,1,0,2,2019,2,18,1
9062,1.49,0,0,0,1,0,2,2019,2,19,1
9063,1.83,0,0,0,1,0,2,2019,2,20,1
9064,2.1,0,0,0,1,0,2,2019,2,21,1
9065,1.87,0,0,0,1,0,2,2019,2,22,1
9066,2.07,0,0,0,1,0,2,2019,2,23,1
9067,1.47,0,0,0,1,0,3,2019,2,0,1
9068,1.32,0,0,0,1,0,3,2019,2,1,1
9069,0.56,0,0,0,1,0,3,2019,2,2,1
9070,0.26,0,0,0,1,0,3,2019,2,3,1
9071,0.31,0,0,0,1,0,3,2019,2,4,1
9072,0.63,0,1,0,0,0,2,2019,2,5,1
9073,0.78,0,1,0,0,0,2,2019,2,6,1
9074,0.78,0,1,0,0,0,2,2019,2,7,1
9075,0.93,0,1,0,0,0,2,2019,2,8,1
9076,0.94,0,1,0,0,0,2,2019,2,9,1
9077,1.05,0,1,0,0,0,2,2019,2,10,1
9078,0.59,0,1,0,0,0,2,2019,2,11,1
9079,1.49,0,1,0,0,0,2,2019,2,12,1
9080,1.47,0,1,0,0,0,2,2019,2,13,1
9081,1.56,0,1,0,0,0,2,2019,2,14,1
9082,1.97,0,1,0,0,0,2,2019,2,15,1
9083,1.88,0,1,0,0,0,2,2019,2,16,1
9084,1.96,0,1,0,0,0,2,2019,2,17,1
9085,3.15,0,1,0,0,0,2,2019,2,18,1
9086,3.91,0,1,0,0,0,2,2019,2,19,1
9087,3.13,0,1,0,0,0,2,2019,2,20,1
9088,2.06,0,1,0,0,0,2,2019,2,21,1
9089,1.62,0,1,0,0,0,2,2019,2,22,1
9090,1.85,0,1,0,0,0,2,2019,2,23,1
9091,1.45,0,1,0,0,0,3,2019,2,0,1
