ID,Все 18+_TVR,Канал_ПЕРВЫЙ КАНАЛ,Канал_РЕН ТВ,Канал_РОССИЯ 1,Канал_СТС,Канал_ТНТ,day,year,month,hour,holidays
39851,4.98,1,0,0,0,0,22,2019,12,16,1
39852,2.91,1,0,0,0,0,22,2019,12,17,1
39853,2.46,1,0,0,0,0,22,2019,12,18,1
39854,3.79,1,0,0,0,0,22,2019,12,19,1
39855,4.21,1,0,0,0,0,22,2019,12,20,1
39856,4.01,1,0,0,0,0,22,2019,12,21,1
39857,5.32,1,0,0,0,0,22,2019,12,22,1
39858,2.35,1,0,0,0,0,22,2019,12,23,1
39859,0.24,0,0,1,0,0,22,2019,12,5,1
39860,0.01,0,0,1,0,0,22,2019,12,6,1
39861,0.05,0,0,1,0,0,22,2019,12,7,1
39862,0.43,0,0,1,0,0,22,2019,12,8,1
39863,0.77,0,0,1,0,0,22,2019,12,9,1
39864,1.93,0,0,1,0,0,22,2019,12,10,1
39865,1.88,0,0,1,0,0,22,2019,12,11,1
39866,1.61,0,0,1,0,0,22,2019,12,12,1
39867,2.03,0,0,1,0,0,22,2019,12,13,1
39868,1.64,0,0,1,0,0,22,2019,12,14,1
39869,2.27,0,0,1,0,0,22,2019,12,15,1
39870,2.77,0,0,1,0,0,22,2019,12,16,1
39871,2.45,0,0,1,0,0,22,2019,12,17,1
39872,2.47,0,0,1,0,0,22,2019,12,18,1
39873,3.16,0,0,1,0,0,22,2019,12,19,1
39874,6.04,0,0,1,0,0,22,2019,12,20,1
39875,5.65,0,0,1,0,0,22,2019,12,21,1
39876,4.53,0,0,1,0,0,22,2019,12,22,1
39877,4.24,0,0,1,0,0,22,2019,12,23,1
39878,0.03,0,0,0,1,0,22,2019,12,5,1
39879,0.0,0,0,0,1,0,22,2019,12,6,1
39880,0.01,0,0,0,1,0,22,2019,12,7,1
39881,0.48,0,0,0,1,0,22,2019,12,8,1
39882,0.7,0,0,0,1,0,22,2019,12,9,1
39883,0.33,0,0,0,1,0,22,2019,12,10,1
39884,1.25,0,0,0,1,0,22,2019,12,11,1
39885,0.87,0,0,0,1,0,22,2019,12,12,1
39886,1.03,0,0,0,1,0,22,2019,12,13,1
39887,0.36,0,0,0,1,0,22,2019,12,14,1
39888,0.62,0,0,0,1,0,22,2019,12,15,1
39889,1.14,0,0,0,1,0,22,2019,12,16,1
39890,2.16,0,0,0,1,0,22,2019,12,17,1
39891,2.39,0,0,0,1,0,22,2019,12,18,1
39892,2.38,0,0,0,1,0,22,2019,12,19,1
39893,2.87,0,0,0,1,0,22,2019,12,20,1
39894,1.9,0,0,0,1,0,22,2019,12,21,1
39895,1.91,0,0,0,1,0,22,2019,12,22,1
39896,1.03,0,0,0,1,0,22,2019,12,23,1
39897,0.58,0,1,0,0,0,22,2019,12,5,1
39898,0.56,0,1,0,0,0,22,2019,12,6,1
39899,0.5,0,1,0,0,0,22,2019,12,7,1
39900,0.44,0,1,0,0,0,22,2019,12,8,1
39901,0.31,0,1,0,0,0,22,2019,12,9,1
39902,0.45,0,1,0,0,0,22,2019,12,10,1
39903,0.59,0,1,0,0,0,22,2019,12,11,1
39904,1.32,0,1,0,0,0,22,2019,12,12,1
39905,1.42,0,1,0,0,0,22,2019,12,13,1
39906,1.53,0,1,0,0,0,22,2019,12,14,1
39907,2.12,0,1,0,0,0,22,2019,12,15,1
39908,2.01,0,1,0,0,0,22,2019,12,16,1
39909,1.88,0,1,0,0,0,22,2019,12,17,1
39910,2.87,0,1,0,0,0,22,2019,12,18,1
39911,2.95,0,1,0,0,0,22,2019,12,19,1
39912,3.1,0,1,0,0,0,22,2019,12,20,1
39913,2.43,0,1,0,0,0,22,2019,12,21,1
39914,1.26,0,1,0,0,0,22,2019,12,22,1
39915,1.41,0,1,0,0,0,22,2019,12,23,1
39916,0.0,0,0,0,0,1,22,2019,12,5,1
39917,0.0,0,0,0,0,1,22,2019,12,6,1
39918,0.35,0,0,0,0,1,22,2019,12,7,1
39919,0.21,0,0,0,0,1,22,2019,12,8,1
39920,0.21,0,0,0,0,1,22,2019,12,9,1
39921,0.61,0,0,0,0,1,22,2019,12,10,1
39922,0.98,0,0,0,0,1,22,2019,12,11,1
39923,0.71,0,0,0,0,1,22,2019,12,12,1
39924,0.75,0,0,0,0,1,22,2019,12,13,1
39925,0.91,0,0,0,0,1,22,2019,12,14,1
39926,0.6,0,0,0,0,1,22,2019,12,15,1
39927,0.89,0,0,0,0,1,22,2019,12,16,1
39928,0.67,0,0,0,0,1,22,2019,12,17,1
39929,0.78,0,0,0,0,1,22,2019,12,18,1
39930,0.6,0,0,0,0,1,22,2019,12,19,1
39931,0.99,0,0,0,0,1,22,2019,12,20,1
39932,1.33,0,0,0,0,1,22,2019,12,21,1
39933,1.17,0,0,0,0,1,22,2019,12,22,1
39934,1.03,0,0,0,0,1,22,2019,12,23,1
39935,0.91,1,0,0,0,0,24,2019,12,0,0
39936,0.55,1,0,0,0,0,24,2019,12,1,0
39937,0.2,1,0,0,0,0,24,2019,12,2,0
39938,0.37,1,0,0,0,0,24,2019,12,3,0
39939,0.33,1,0,0,0,0,24,2019,12,4,0
39940,3.08,0,0,1,0,0,24,2019,12,0,0
39941,1.88,0,0,1,0,0,24,2019,12,1,0
39942,1.24,0,0,1,0,0,24,2019,12,2,0
39943,0.27,0,0,1,0,0,24,2019,12,3,0
39944,0.24,0,0,1,0,0,24,2019,12,4,0
39945,0.62,0,0,0,1,0,24,2019,12,0,0
39946,0.52,0,0,0,1,0,24,2019,12,1,0
39947,0.23,0,0,0,1,0,24,2019,12,2,0
39948,0.25,0,0,0,1,0,24,2019,12,3,0
39949,0.21,0,0,0,1,0,24,2019,12,4,0
39950,1.51,0,1,0,0,0,24,2019,12,0,0
39951,0.43,0,1,0,0,0,24,2019,12,1,0
39952,0.25,0,1,0,0,0,24,2019,12,2,0
39953,0.04,0,1,0,0,0,24,2019,12,3,0
39954,0.1,0,1,0,0,0,24,2019,12,4,0
39955,0.7,0,0,0,0,1,24,2019,12,0,0
39956,0.33,0,0,0,0,1,24,2019,12,1,0
39957,0.61,0,0,0,0,1,24,2019,12,2,0
39958,0.31,0,0,0,0,1,24,2019,12,3,0
39959,0.14,0,0,0,0,1,24,2019,12,4,0
39960,0.28,1,0,0,0,0,24,2019,12,5,0
39961,0.84,1,0,0,0,0,24,2019,12,6,0
39962,2.11,1,0,0,0,0,24,2019,12,7,0
39963,1.9,1,0,0,0,0,24,2019,12,8,0
39964,1.71,1,0,0,0,0,24,2019,12,9,0
39965,1.48,1,0,0,0,0,24,2019,12,10,0
39966,1.61,1,0,0,0,0,24,2019,12,11,0
39967,2.12,1,0,0,0,0,24,2019,12,12,0
39968,1.78,1,0,0,0,0,24,2019,12,13,0
39969,2.04,1,0,0,0,0,24,2019,12,14,0
39970,1.08,1,0,0,0,0,24,2019,12,15,0
39971,1.77,1,0,0,0,0,24,2019,12,16,0
39972,2.67,1,0,0,0,0,24,2019,12,17,0
39973,3.5,1,0,0,0,0,24,2019,12,18,0
39974,4.32,1,0,0,0,0,24,2019,12,19,0
39975,2.87,1,0,0,0,0,24,2019,12,20,0
39976,3.78,1,0,0,0,0,24,2019,12,21,0
39977,3.78,1,0,0,0,0,24,2019,12,22,0
39978,3.32,1,0,0,0,0,24,2019,12,23,0
39979,1.07,1,0,0,0,0,25,2019,12,0,0
39980,0.49,1,0,0,0,0,25,2019,12,1,0
39981,0.13,1,0,0,0,0,25,2019,12,2,0
39982,0.27,1,0,0,0,0,25,2019,12,3,0
39983,0.44,1,0,0,0,0,25,2019,12,4,0
39984,0.33,0,0,1,0,0,24,2019,12,5,0
39985,1.37,0,0,1,0,0,24,2019,12,6,0
39986,1.61,0,0,1,0,0,24,2019,12,7,0
39987,2.18,0,0,1,0,0,24,2019,12,8,0
39988,1.87,0,0,1,0,0,24,2019,12,9,0
39989,2.28,0,0,1,0,0,24,2019,12,10,0
39990,2.77,0,0,1,0,0,24,2019,12,11,0
39991,2.82,0,0,1,0,0,24,2019,12,12,0
39992,1.51,0,0,1,0,0,24,2019,12,13,0
39993,1.82,0,0,1,0,0,24,2019,12,14,0
39994,2.95,0,0,1,0,0,24,2019,12,15,0
39995,2.58,0,0,1,0,0,24,2019,12,16,0
39996,2.55,0,0,1,0,0,24,2019,12,17,0
39997,4.15,0,0,1,0,0,24,2019,12,18,0
39998,5.16,0,0,1,0,0,24,2019,12,19,0
39999,5.95,0,0,1,0,0,24,2019,12,20,0
40000,7.09,0,0,1,0,0,24,2019,12,21,0
40001,7.02,0,0,1,0,0,24,2019,12,22,0
40002,4.98,0,0,1,0,0,24,2019,12,23,0
40003,3.64,0,0,1,0,0,25,2019,12,0,0
40004,2.12,0,0,1,0,0,25,2019,12,1,0
40005,0.81,0,0,1,0,0,25,2019,12,2,0
40006,0.17,0,0,1,0,0,25,2019,12,3,0
40007,0.06,0,0,1,0,0,25,2019,12,4,0
40008,0.05,0,0,0,1,0,24,2019,12,5,0
40009,0.21,0,0,0,1,0,24,2019,12,6,0
40010,0.12,0,0,0,1,0,24,2019,12,7,0
40011,0.26,0,0,0,1,0,24,2019,12,8,0
40012,0.11,0,0,0,1,0,24,2019,12,9,0
40013,0.13,0,0,0,1,0,24,2019,12,10,0
40014,0.08,0,0,0,1,0,24,2019,12,11,0
40015,0.29,0,0,0,1,0,24,2019,12,12,0
40016,0.29,0,0,0,1,0,24,2019,12,13,0
40017,0.42,0,0,0,1,0,24,2019,12,14,0
40018,0.3,0,0,0,1,0,24,2019,12,15,0
40019,0.42,0,0,0,1,0,24,2019,12,16,0
40020,0.82,0,0,0,1,0,24,2019,12,17,0
40021,1.37,0,0,0,1,0,24,2019,12,18,0
40022,2.53,0,0,0,1,0,24,2019,12,19,0
40023,2.25,0,0,0,1,0,24,2019,12,20,0
40024,2.11,0,0,0,1,0,24,2019,12,21,0
40025,1.6,0,0,0,1,0,24,2019,12,22,0
40026,2.15,0,0,0,1,0,24,2019,12,23,0
40027,1.59,0,0,0,1,0,25,2019,12,0,0
40028,1.2,0,0,0,1,0,25,2019,12,1,0
40029,0.84,0,0,0,1,0,25,2019,12,2,0
40030,1.0,0,0,0,1,0,25,2019,12,3,0
40031,0.92,0,0,0,1,0,25,2019,12,4,0
40032,0.01,0,1,0,0,0,24,2019,12,5,0
40033,0.06,0,1,0,0,0,24,2019,12,6,0
40034,0.17,0,1,0,0,0,24,2019,12,7,0
40035,0.2,0,1,0,0,0,24,2019,12,8,0
40036,0.75,0,1,0,0,0,24,2019,12,9,0
40037,1.48,0,1,0,0,0,24,2019,12,10,0
40038,0.93,0,1,0,0,0,24,2019,12,11,0
40039,0.66,0,1,0,0,0,24,2019,12,12,0
40040,1.28,0,1,0,0,0,24,2019,12,13,0
40041,1.15,0,1,0,0,0,24,2019,12,14,0
40042,0.99,0,1,0,0,0,24,2019,12,15,0
40043,0.83,0,1,0,0,0,24,2019,12,16,0
40044,0.72,0,1,0,0,0,24,2019,12,17,0
40045,1.29,0,1,0,0,0,24,2019,12,18,0
40046,0.6,0,1,0,0,0,24,2019,12,19,0
40047,0.95,0,1,0,0,0,24,2019,12,20,0
40048,0.82,0,1,0,0,0,24,2019,12,21,0
40049,1.25,0,1,0,0,0,24,2019,12,22,0
40050,1.27,0,1,0,0,0,24,2019,12,23,0
40051,1.29,0,1,0,0,0,25,2019,12,0,0
40052,0.66,0,1,0,0,0,25,2019,12,1,0
40053,0.23,0,1,0,0,0,25,2019,12,2,0
40054,0.11,0,1,0,0,0,25,2019,12,3,0
40055,0.24,0,1,0,0,0,25,2019,12,4,0
40056,0.17,0,0,0,0,1,24,2019,12,5,0
40057,0.08,0,0,0,0,1,24,2019,12,6,0
40058,0.53,0,0,0,0,1,24,2019,12,7,0
40059,0.73,0,0,0,0,1,24,2019,12,8,0
40060,0.61,0,0,0,0,1,24,2019,12,9,0
40061,0.57,0,0,0,0,1,24,2019,12,10,0
40062,0.97,0,0,0,0,1,24,2019,12,11,0
40063,1.15,0,0,0,0,1,24,2019,12,12,0
40064,0.95,0,0,0,0,1,24,2019,12,13,0
40065,0.4,0,0,0,0,1,24,2019,12,14,0
40066,0.11,0,0,0,0,1,24,2019,12,15,0
40067,0.23,0,0,0,0,1,24,2019,12,16,0
40068,1.11,0,0,0,0,1,24,2019,12,17,0
40069,1.59,0,0,0,0,1,24,2019,12,18,0
40070,1.23,0,0,0,0,1,24,2019,12,19,0
40071,1.35,0,0,0,0,1,24,2019,12,20,0
40072,1.33,0,0,0,0,1,24,2019,12,21,0
40073,1.91,0,0,0,0,1,24,2019,12,22,0
40074,1.49,0,0,0,0,1,24,2019,12,23,0
40075,0.91,0,0,0,0,1,25,2019,12,0,0
40076,0.3,0,0,0,0,1,25,2019,12,1,0
40077,0.13,0,0,0,0,1,25,2019,12,2,0
40078,0.13,0,0,0,0,1,25,2019,12,3,0
40079,0.16,0,0,0,0,1,25,2019,12,4,0
40080,0.32,1,0,0,0,0,25,2019,12,5,0
40081,0.95,1,0,0,0,0,25,2019,12,6,0
40082,1.99,1,0,0,0,0,25,2019,12,7,0
40083,1.57,1,0,0,0,0,25,2019,12,8,0
40084,1.66,1,0,0,0,0,25,2019,12,9,0
40085,1.94,1,0,0,0,0,25,2019,12,10,0
40086,2.32,1,0,0,0,0,25,2019,12,11,0
40087,2.94,1,0,0,0,0,25,2019,12,12,0
40088,2.16,1,0,0,0,0,25,2019,12,13,0
40089,2.32,1,0,0,0,0,25,2019,12,14,0
40090,2.23,1,0,0,0,0,25,2019,12,15,0
40091,2.23,1,0,0,0,0,25,2019,12,16,0
40092,3.16,1,0,0,0,0,25,2019,12,17,0
40093,4.4,1,0,0,0,0,25,2019,12,18,0
40094,6.04,1,0,0,0,0,25,2019,12,19,0
40095,5.55,1,0,0,0,0,25,2019,12,20,0
40096,2.94,1,0,0,0,0,25,2019,12,21,0
40097,3.01,1,0,0,0,0,25,2019,12,22,0
40098,2.34,1,0,0,0,0,25,2019,12,23,0
40099,0.97,1,0,0,0,0,26,2019,12,0,0
40100,0.51,1,0,0,0,0,26,2019,12,1,0
40101,0.41,1,0,0,0,0,26,2019,12,2,0
40102,0.38,1,0,0,0,0,26,2019,12,3,0
40103,0.51,1,0,0,0,0,26,2019,12,4,0
40104,0.35,0,0,1,0,0,25,2019,12,5,0
40105,1.16,0,0,1,0,0,25,2019,12,6,0
40106,1.65,0,0,1,0,0,25,2019,12,7,0
40107,1.43,0,0,1,0,0,25,2019,12,8,0
40108,1.71,0,0,1,0,0,25,2019,12,9,0
40109,1.56,0,0,1,0,0,25,2019,12,10,0
40110,2.33,0,0,1,0,0,25,2019,12,11,0
40111,2.52,0,0,1,0,0,25,2019,12,12,0
40112,2.18,0,0,1,0,0,25,2019,12,13,0
40113,1.64,0,0,1,0,0,25,2019,12,14,0
40114,2.37,0,0,1,0,0,25,2019,12,15,0
40115,3.31,0,0,1,0,0,25,2019,12,16,0
40116,2.02,0,0,1,0,0,25,2019,12,17,0
40117,2.56,0,0,1,0,0,25,2019,12,18,0
40118,3.85,0,0,1,0,0,25,2019,12,19,0
40119,4.78,0,0,1,0,0,25,2019,12,20,0
40120,6.51,0,0,1,0,0,25,2019,12,21,0
40121,6.9,0,0,1,0,0,25,2019,12,22,0
40122,4.98,0,0,1,0,0,25,2019,12,23,0
40123,3.46,0,0,1,0,0,26,2019,12,0,0
40124,2.22,0,0,1,0,0,26,2019,12,1,0
40125,1.28,0,0,1,0,0,26,2019,12,2,0
40126,0.21,0,0,1,0,0,26,2019,12,3,0
40127,0.09,0,0,1,0,0,26,2019,12,4,0
40128,0.82,0,0,0,1,0,25,2019,12,5,0
40129,0.84,0,0,0,1,0,25,2019,12,6,0
40130,0.99,0,0,0,1,0,25,2019,12,7,0
40131,0.82,0,0,0,1,0,25,2019,12,8,0
40132,0.48,0,0,0,1,0,25,2019,12,9,0
40133,0.59,0,0,0,1,0,25,2019,12,10,0
40134,0.97,0,0,0,1,0,25,2019,12,11,0
40135,0.82,0,0,0,1,0,25,2019,12,12,0
40136,0.88,0,0,0,1,0,25,2019,12,13,0
40137,0.77,0,0,0,1,0,25,2019,12,14,0
40138,0.71,0,0,0,1,0,25,2019,12,15,0
40139,0.91,0,0,0,1,0,25,2019,12,16,0
40140,1.11,0,0,0,1,0,25,2019,12,17,0
40141,0.8,0,0,0,1,0,25,2019,12,18,0
40142,1.47,0,0,0,1,0,25,2019,12,19,0
40143,1.37,0,0,0,1,0,25,2019,12,20,0
40144,1.27,0,0,0,1,0,25,2019,12,21,0
40145,1.22,0,0,0,1,0,25,2019,12,22,0
40146,1.62,0,0,0,1,0,25,2019,12,23,0
40147,1.67,0,0,0,1,0,26,2019,12,0,0
40148,1.21,0,0,0,1,0,26,2019,12,1,0
40149,0.84,0,0,0,1,0,26,2019,12,2,0
40150,0.6,0,0,0,1,0,26,2019,12,3,0
40151,0.22,0,0,0,1,0,26,2019,12,4,0
40152,0.49,0,1,0,0,0,25,2019,12,5,0
40153,0.23,0,1,0,0,0,25,2019,12,6,0
40154,0.51,0,1,0,0,0,25,2019,12,7,0
40155,1.06,0,1,0,0,0,25,2019,12,8,0
40156,1.05,0,1,0,0,0,25,2019,12,9,0
40157,0.98,0,1,0,0,0,25,2019,12,10,0
40158,0.17,0,1,0,0,0,25,2019,12,11,0
40159,0.22,0,1,0,0,0,25,2019,12,12,0
40160,0.8,0,1,0,0,0,25,2019,12,13,0
40161,1.14,0,1,0,0,0,25,2019,12,14,0
40162,0.96,0,1,0,0,0,25,2019,12,15,0
40163,1.35,0,1,0,0,0,25,2019,12,16,0
40164,1.34,0,1,0,0,0,25,2019,12,17,0
40165,1.94,0,1,0,0,0,25,2019,12,18,0
40166,1.06,0,1,0,0,0,25,2019,12,19,0
40167,1.1,0,1,0,0,0,25,2019,12,20,0
40168,1.24,0,1,0,0,0,25,2019,12,21,0
40169,1.33,0,1,0,0,0,25,2019,12,22,0
40170,1.01,0,1,0,0,0,25,2019,12,23,0
40171,1.18,0,1,0,0,0,26,2019,12,0,0
40172,0.9,0,1,0,0,0,26,2019,12,1,0
40173,0.56,0,1,0,0,0,26,2019,12,2,0
40174,0.32,0,1,0,0,0,26,2019,12,3,0
40175,0.0,0,1,0,0,0,26,2019,12,4,0
40176,0.01,0,0,0,0,1,25,2019,12,5,0
40177,0.14,0,0,0,0,1,25,2019,12,6,0
40178,0.17,0,0,0,0,1,25,2019,12,7,0
40179,0.28,0,0,0,0,1,25,2019,12,8,0
40180,0.4,0,0,0,0,1,25,2019,12,9,0
40181,0.42,0,0,0,0,1,25,2019,12,10,0
40182,0.75,0,0,0,0,1,25,2019,12,11,0
40183,0.86,0,0,0,0,1,25,2019,12,12,0
40184,0.71,0,0,0,0,1,25,2019,12,13,0
40185,0.4,0,0,0,0,1,25,2019,12,14,0
40186,0.44,0,0,0,0,1,25,2019,12,15,0
40187,0.37,0,0,0,0,1,25,2019,12,16,0
40188,0.54,0,0,0,0,1,25,2019,12,17,0
40189,0.86,0,0,0,0,1,25,2019,12,18,0
40190,0.78,0,0,0,0,1,25,2019,12,19,0
40191,1.29,0,0,0,0,1,25,2019,12,20,0
40192,2.2,0,0,0,0,1,25,2019,12,21,0
40193,1.7,0,0,0,0,1,25,2019,12,22,0
40194,1.35,0,0,0,0,1,25,2019,12,23,0
40195,1.24,0,0,0,0,1,26,2019,12,0,0
40196,0.58,0,0,0,0,1,26,2019,12,1,0
40197,0.23,0,0,0,0,1,26,2019,12,2,0
40198,0.0,0,0,0,0,1,26,2019,12,3,0
40199,0.02,0,0,0,0,1,26,2019,12,4,0
40200,0.4,1,0,0,0,0,26,2019,12,5,0
40201,0.73,1,0,0,0,0,26,2019,12,6,0
40202,0.82,1,0,0,0,0,26,2019,12,7,0
40203,1.25,1,0,0,0,0,26,2019,12,8,0
40204,1.66,1,0,0,0,0,26,2019,12,9,0
40205,1.82,1,0,0,0,0,26,2019,12,10,0
40206,1.84,1,0,0,0,0,26,2019,12,11,0
40207,2.23,1,0,0,0,0,26,2019,12,12,0
40208,2.18,1,0,0,0,0,26,2019,12,13,0
40209,2.06,1,0,0,0,0,26,2019,12,14,0
40210,2.0,1,0,0,0,0,26,2019,12,15,0
40211,2.19,1,0,0,0,0,26,2019,12,16,0
40212,2.95,1,0,0,0,0,26,2019,12,17,0
40213,3.99,1,0,0,0,0,26,2019,12,18,0
40214,6.27,1,0,0,0,0,26,2019,12,19,0
40215,5.52,1,0,0,0,0,26,2019,12,20,0
40216,5.03,1,0,0,0,0,26,2019,12,21,0
40217,3.85,1,0,0,0,0,26,2019,12,22,0
40218,3.84,1,0,0,0,0,26,2019,12,23,0
40219,1.38,1,0,0,0,0,27,2019,12,0,0
40220,0.59,1,0,0,0,0,27,2019,12,1,0
40221,0.39,1,0,0,0,0,27,2019,12,2,0
40222,0.15,1,0,0,0,0,27,2019,12,3,0
40223,0.36,1,0,0,0,0,27,2019,12,4,0
40224,0.21,0,0,1,0,0,26,2019,12,5,0
40225,1.11,0,0,1,0,0,26,2019,12,6,0
40226,1.44,0,0,1,0,0,26,2019,12,7,0
40227,2.03,0,0,1,0,0,26,2019,12,8,0
40228,2.75,0,0,1,0,0,26,2019,12,9,0
40229,2.51,0,0,1,0,0,26,2019,12,10,0
40230,2.75,0,0,1,0,0,26,2019,12,11,0
40231,2.25,0,0,1,0,0,26,2019,12,12,0
40232,2.29,0,0,1,0,0,26,2019,12,13,0
40233,2.45,0,0,1,0,0,26,2019,12,14,0
40234,3.26,0,0,1,0,0,26,2019,12,15,0
40235,3.37,0,0,1,0,0,26,2019,12,16,0
40236,2.3,0,0,1,0,0,26,2019,12,17,0
40237,2.53,0,0,1,0,0,26,2019,12,18,0
40238,3.81,0,0,1,0,0,26,2019,12,19,0
40239,4.83,0,0,1,0,0,26,2019,12,20,0
40240,7.08,0,0,1,0,0,26,2019,12,21,0
40241,8.16,0,0,1,0,0,26,2019,12,22,0
40242,5.93,0,0,1,0,0,26,2019,12,23,0
40243,3.08,0,0,1,0,0,27,2019,12,0,0
40244,1.69,0,0,1,0,0,27,2019,12,1,0
40245,1.01,0,0,1,0,0,27,2019,12,2,0
40246,0.28,0,0,1,0,0,27,2019,12,3,0
40247,0.14,0,0,1,0,0,27,2019,12,4,0
40248,0.35,0,0,0,1,0,26,2019,12,5,0
40249,0.48,0,0,0,1,0,26,2019,12,6,0
40250,0.35,0,0,0,1,0,26,2019,12,7,0
40251,0.24,0,0,0,1,0,26,2019,12,8,0
40252,0.17,0,0,0,1,0,26,2019,12,9,0
40253,0.65,0,0,0,1,0,26,2019,12,10,0
40254,0.61,0,0,0,1,0,26,2019,12,11,0
40255,0.49,0,0,0,1,0,26,2019,12,12,0
40256,0.48,0,0,0,1,0,26,2019,12,13,0
40257,0.6,0,0,0,1,0,26,2019,12,14,0
40258,0.7,0,0,0,1,0,26,2019,12,15,0
40259,0.73,0,0,0,1,0,26,2019,12,16,0
40260,1.14,0,0,0,1,0,26,2019,12,17,0
40261,1.59,0,0,0,1,0,26,2019,12,18,0
40262,1.87,0,0,0,1,0,26,2019,12,19,0
40263,1.86,0,0,0,1,0,26,2019,12,20,0
40264,1.98,0,0,0,1,0,26,2019,12,21,0
40265,1.44,0,0,0,1,0,26,2019,12,22,0
40266,1.74,0,0,0,1,0,26,2019,12,23,0
40267,1.63,0,0,0,1,0,27,2019,12,0,0
40268,0.71,0,0,0,1,0,27,2019,12,1,0
40269,0.57,0,0,0,1,0,27,2019,12,2,0
40270,0.23,0,0,0,1,0,27,2019,12,3,0
40271,0.15,0,0,0,1,0,27,2019,12,4,0
40272,0.22,0,1,0,0,0,26,2019,12,5,0
40273,0.46,0,1,0,0,0,26,2019,12,6,0
40274,0.17,0,1,0,0,0,26,2019,12,7,0
40275,0.25,0,1,0,0,0,26,2019,12,8,0
40276,0.74,0,1,0,0,0,26,2019,12,9,0
40277,0.79,0,1,0,0,0,26,2019,12,10,0
40278,0.48,0,1,0,0,0,26,2019,12,11,0
40279,0.1,0,1,0,0,0,26,2019,12,12,0
40280,0.51,0,1,0,0,0,26,2019,12,13,0
40281,0.62,0,1,0,0,0,26,2019,12,14,0
40282,0.2,0,1,0,0,0,26,2019,12,15,0
40283,0.25,0,1,0,0,0,26,2019,12,16,0
40284,1.1,0,1,0,0,0,26,2019,12,17,0
40285,1.43,0,1,0,0,0,26,2019,12,18,0
40286,1.23,0,1,0,0,0,26,2019,12,19,0
40287,1.25,0,1,0,0,0,26,2019,12,20,0
40288,1.18,0,1,0,0,0,26,2019,12,21,0
40289,1.69,0,1,0,0,0,26,2019,12,22,0
40290,1.06,0,1,0,0,0,26,2019,12,23,0
40291,1.21,0,1,0,0,0,27,2019,12,0,0
40292,1.13,0,1,0,0,0,27,2019,12,1,0
40293,0.97,0,1,0,0,0,27,2019,12,2,0
40294,0.78,0,1,0,0,0,27,2019,12,3,0
40295,0.84,0,1,0,0,0,27,2019,12,4,0
40296,0.01,0,0,0,0,1,26,2019,12,5,0
40297,0.08,0,0,0,0,1,26,2019,12,6,0
40298,0.38,0,0,0,0,1,26,2019,12,7,0
40299,0.71,0,0,0,0,1,26,2019,12,8,0
40300,0.28,0,0,0,0,1,26,2019,12,9,0
40301,0.34,0,0,0,0,1,26,2019,12,10,0
40302,0.28,0,0,0,0,1,26,2019,12,11,0
40303,0.33,0,0,0,0,1,26,2019,12,12,0
40304,0.36,0,0,0,0,1,26,2019,12,13,0
40305,0.58,0,0,0,0,1,26,2019,12,14,0
40306,0.69,0,0,0,0,1,26,2019,12,15,0
40307,0.63,0,0,0,0,1,26,2019,12,16,0
40308,1.01,0,0,0,0,1,26,2019,12,17,0
40309,1.05,0,0,0,0,1,26,2019,12,18,0
40310,1.45,0,0,0,0,1,26,2019,12,19,0
40311,1.73,0,0,0,0,1,26,2019,12,20,0
40312,1.29,0,0,0,0,1,26,2019,12,21,0
40313,1.0,0,0,0,0,1,26,2019,12,22,0
40314,1.14,0,0,0,0,1,26,2019,12,23,0
40315,1.61,0,0,0,0,1,27,2019,12,0,0
40316,1.34,0,0,0,0,1,27,2019,12,1,0
40317,1.53,0,0,0,0,1,27,2019,12,2,0
40318,0.79,0,0,0,0,1,27,2019,12,3,0
40319,0.14,0,0,0,0,1,27,2019,12,4,0
40320,0.21,1,0,0,0,0,27,2019,12,5,0
40321,0.8,1,0,0,0,0,27,2019,12,6,0
40322,1.51,1,0,0,0,0,27,2019,12,7,0
40323,1.86,1,0,0,0,0,27,2019,12,8,0
40324,2.14,1,0,0,0,0,27,2019,12,9,0
40325,1.48,1,0,0,0,0,27,2019,12,10,0
40326,1.83,1,0,0,0,0,27,2019,12,11,0
40327,2.43,1,0,0,0,0,27,2019,12,12,0
40328,1.49,1,0,0,0,0,27,2019,12,13,0
40329,2.04,1,0,0,0,0,27,2019,12,14,0
40330,2.0,1,0,0,0,0,27,2019,12,15,0
40331,3.02,1,0,0,0,0,27,2019,12,16,0
40332,4.01,1,0,0,0,0,27,2019,12,17,0
40333,3.66,1,0,0,0,0,27,2019,12,18,0
40334,3.36,1,0,0,0,0,27,2019,12,19,0
40335,3.95,1,0,0,0,0,27,2019,12,20,0
40336,3.92,1,0,0,0,0,27,2019,12,21,0
40337,5.84,1,0,0,0,0,27,2019,12,22,0
40338,5.83,1,0,0,0,0,27,2019,12,23,0
40339,3.23,1,0,0,0,0,28,2019,12,0,1
40340,0.75,1,0,0,0,0,28,2019,12,1,1
40341,0.4,1,0,0,0,0,28,2019,12,2,1
40342,0.57,1,0,0,0,0,28,2019,12,3,1
40343,0.63,1,0,0,0,0,28,2019,12,4,1
40344,0.63,0,0,1,0,0,27,2019,12,5,0
40345,1.49,0,0,1,0,0,27,2019,12,6,0
40346,1.57,0,0,1,0,0,27,2019,12,7,0
